filename,joint,x,y,z,u,v,isincluded
0000000.jpg,0,0.5730145573616028,0.35797128081321716,-5.890333341085352e-06,366,171,1
0000000.jpg,1,0.5395967364311218,0.38924044370651245,0.006625214125961065,345,186,1
0000000.jpg,2,0.5195431113243103,0.43533796072006226,0.0010421834886074066,332,208,1
0000000.jpg,3,0.5020028352737427,0.47901803255081177,-0.0028717939276248217,321,229,1
0000000.jpg,4,0.48419898748397827,0.5079734921455383,-0.006649372633546591,309,243,1
0000000.jpg,5,0.5609071254730225,0.4814000129699707,-0.028259573504328728,358,231,1
0000000.jpg,6,0.5850847959518433,0.5394589900970459,-0.014795283786952496,374,258,1
0000000.jpg,7,0.5842746496200562,0.5487182140350342,0.009064850397408009,373,263,1
0000000.jpg,8,0.5771965384483337,0.542327880859375,0.02700827643275261,369,260,1
0000000.jpg,9,0.5871504545211792,0.4722529649734497,-0.025524141266942024,375,226,1
0000000.jpg,10,0.6080058813095093,0.5327737927436829,-0.009503635577857494,389,255,1
0000000.jpg,11,0.6014837026596069,0.5357784032821655,0.021232344210147858,384,257,1
0000000.jpg,12,0.592400074005127,0.5235628485679626,0.04365481063723564,379,251,1
0000000.jpg,13,0.6084479689598083,0.4547428786754608,-0.018754344433546066,389,218,1
0000000.jpg,14,0.6243115663528442,0.5076916217803955,-0.0003739326202776283,399,243,1
0000000.jpg,15,0.6168700456619263,0.5078172087669373,0.027561604976654053,394,243,1
0000000.jpg,16,0.6080294251441956,0.4958688020706177,0.04743565246462822,389,238,1
0000000.jpg,17,0.6242026090621948,0.43310946226119995,-0.010963845066726208,399,207,1
0000000.jpg,18,0.6345762014389038,0.4732344150543213,0.007907620631158352,406,227,1
0000000.jpg,19,0.6277636289596558,0.47501689195632935,0.02991364523768425,401,228,1
0000000.jpg,20,0.6198028326034546,0.46571674942970276,0.047889456152915955,396,223,1
0000001.jpg,0,0.5733111500740051,0.35869771242141724,-9.126660188485403e-06,366,172,1
0000001.jpg,1,0.5397140383720398,0.389507919549942,0.006191149353981018,345,186,1
0000001.jpg,2,0.519576907157898,0.434457391500473,0.00012249068822711706,332,208,1
0000001.jpg,3,0.5023871660232544,0.4783201515674591,-0.0039498209953308105,321,229,1
0000001.jpg,4,0.48498398065567017,0.5077954530715942,-0.007795017212629318,310,243,1
0000001.jpg,5,0.5610455870628357,0.48150521516799927,-0.03044995106756687,359,231,1
0000001.jpg,6,0.5845782160758972,0.5404826998710632,-0.017067331820726395,374,259,1
0000001.jpg,7,0.5832132697105408,0.5500634908676147,0.006986209657043219,373,264,1
0000001.jpg,8,0.576126754283905,0.5438008308410645,0.0255796629935503,368,261,1
0000001.jpg,9,0.5877441763877869,0.4724351465702057,-0.027271945029497147,376,226,1
0000001.jpg,10,0.6076455116271973,0.5338581204414368,-0.0107364971190691,388,256,1
0000001.jpg,11,0.5997670888900757,0.5351542234420776,0.020572729408740997,383,256,1
0000001.jpg,12,0.5902217030525208,0.5215513706207275,0.04341704398393631,377,250,1
0000001.jpg,13,0.6092138290405273,0.4548533856868744,-0.01983611099421978,389,218,1
0000001.jpg,14,0.6242147088050842,0.5081914067268372,-0.0011515080695971847,399,243,1
0000001.jpg,15,0.615513026714325,0.5068359375,0.026528313755989075,393,243,1
0000001.jpg,16,0.6064038872718811,0.4934345483779907,0.04597883298993111,388,236,1
0000001.jpg,17,0.6247867345809937,0.4332004189491272,-0.011511716991662979,399,207,1
0000001.jpg,18,0.6347991228103638,0.47372719645500183,0.008219826966524124,406,227,1
0000001.jpg,19,0.6271682977676392,0.4750683009624481,0.029911408200860023,401,228,1
0000001.jpg,20,0.6190903186798096,0.46496519446372986,0.04758131876587868,396,223,1
0000002.jpg,0,0.5733411908149719,0.3572477400302887,-9.836436220211908e-06,366,171,1
0000002.jpg,1,0.540165364742279,0.3885667324066162,0.004990679677575827,345,186,1
0000002.jpg,2,0.5197746157646179,0.4347112476825714,-0.0011313711293041706,332,208,1
0000002.jpg,3,0.5017892718315125,0.4788161814212799,-0.005136525258421898,321,229,1
0000002.jpg,4,0.48380541801452637,0.5083726644515991,-0.008868524804711342,309,244,1
0000002.jpg,5,0.5608090162277222,0.4801309108734131,-0.030433883890509605,358,230,1
0000002.jpg,6,0.5838717222213745,0.5389081239700317,-0.01772502437233925,373,258,1
0000002.jpg,7,0.5831037759780884,0.550419270992279,0.005681530572474003,373,264,1
0000002.jpg,8,0.5764517784118652,0.5459939241409302,0.023249544203281403,368,262,1
0000002.jpg,9,0.5873386263847351,0.4711510241031647,-0.026833882555365562,375,226,1
0000002.jpg,10,0.606928825378418,0.5333521366119385,-0.011797535233199596,388,256,1
0000002.jpg,11,0.5999419093132019,0.5378400087356567,0.018787110224366188,383,258,1
0000002.jpg,12,0.590900719165802,0.5262117981910706,0.04157359153032303,378,252,1
0000002.jpg,13,0.608959436416626,0.4539586007595062,-0.019292021170258522,389,217,1
0000002.jpg,14,0.6236289143562317,0.5082748532295227,-0.0016171233728528023,399,243,1
0000002.jpg,15,0.6158989667892456,0.5086683630943298,0.02637570910155773,394,244,1
