filename,joint,x,y,z,u,v,isincluded
0000000.jpg,0,0.7053633332252502,0.0887812003493309,-6.1559840105474e-05,451,42,1
0000000.jpg,1,0.6640599966049194,0.10723848640918732,-0.006989312823861837,424,51,1
0000000.jpg,2,0.6398639678955078,0.14245933294296265,-0.01568819396197796,409,68,1
0000000.jpg,3,0.6236076951026917,0.18571709096431732,-0.016466086730360985,399,89,1
0000000.jpg,4,0.6106876134872437,0.22084055840969086,-0.01716509461402893,390,106,1
0000000.jpg,5,0.6652016639709473,0.17728857696056366,-0.06016485393047333,425,85,1
0000000.jpg,6,0.6455162167549133,0.24388262629508972,-0.06630366295576096,413,117,1
0000000.jpg,7,0.6346006989479065,0.27903246879577637,-0.06049184128642082,406,133,1
0000000.jpg,8,0.6270461082458496,0.3049428462982178,-0.05411464720964432,401,146,1
0000000.jpg,9,0.6885345578193665,0.18856674432754517,-0.04859638214111328,440,90,1
0000000.jpg,10,0.6705536842346191,0.26026877760887146,-0.05878226459026337,429,124,1
0000000.jpg,11,0.6618863940238953,0.30097851157188416,-0.05266157165169716,423,144,1
0000000.jpg,12,0.656609296798706,0.33139610290527344,-0.04761496186256409,420,159,1
0000000.jpg,13,0.708082377910614,0.19250601530075073,-0.031923722475767136,453,92,1
0000000.jpg,14,0.6970440149307251,0.2587782144546509,-0.03852090984582901,446,124,1
0000000.jpg,15,0.6901430487632751,0.29862263798713684,-0.035475954413414,441,143,1
0000000.jpg,16,0.6854888200759888,0.3280218839645386,-0.032867830246686935,438,157,1
0000000.jpg,17,0.7229229807853699,0.19014544785022736,-0.012424425221979618,462,91,1
0000000.jpg,18,0.7184773087501526,0.24425652623176575,-0.016815723851323128,459,117,1
0000000.jpg,19,0.7151267528533936,0.2735951840877533,-0.017166992649435997,457,131,1
0000000.jpg,20,0.7120471000671387,0.2961878776550293,-0.0176067054271698,455,142,1
0000001.jpg,0,0.7002673149108887,0.09146609157323837,-6.573038990609348e-05,448,43,1
0000001.jpg,1,0.658305287361145,0.11127928644418716,-0.006803219672292471,421,53,1
0000001.jpg,2,0.6342031955718994,0.14498186111450195,-0.015574734658002853,405,69,1
0000001.jpg,3,0.6189918518066406,0.18735307455062866,-0.015778249129652977,396,89,1
0000001.jpg,4,0.6064706444740295,0.22211849689483643,-0.015842486172914505,388,106,1
0000001.jpg,5,0.6608511805534363,0.17971211671829224,-0.06281103193759918,422,86,1
0000001.jpg,6,0.6415778994560242,0.2456354945898056,-0.06911633163690567,410,117,1
0000001.jpg,7,0.6302481293678284,0.2801836431026459,-0.06218190863728523,403,134,1
0000001.jpg,8,0.6220645904541016,0.30534833669662476,-0.05453968420624733,398,146,1
0000001.jpg,9,0.6846546530723572,0.19114674627780914,-0.05069221928715706,438,91,1
0000001.jpg,10,0.6664983630180359,0.26141393184661865,-0.06072122976183891,426,125,1
0000001.jpg,11,0.6580029726028442,0.3014366626739502,-0.05422782152891159,421,144,1
0000001.jpg,12,0.6520882248878479,0.33214735984802246,-0.04999340698122978,417,159,1
0000001.jpg,13,0.7039151191711426,0.19585852324962616,-0.03268308937549591,450,94,1
0000001.jpg,14,0.6915246844291687,0.2601761519908905,-0.0390428826212883,442,124,1
0000001.jpg,15,0.6838339567184448,0.2989543378353119,-0.03521851822733879,437,143,1
0000001.jpg,16,0.6782288551330566,0.3271223306655884,-0.03253331035375595,434,157,1
0000001.jpg,17,0.718361496925354,0.19479981064796448,-0.012106670066714287,459,93,1
0000001.jpg,18,0.712293267250061,0.24791637063026428,-0.016496198251843452,455,118,1
0000001.jpg,19,0.7086294293403625,0.2773810923099518,-0.017011646181344986,453,133,1
0000001.jpg,20,0.7053338885307312,0.3006525933742523,-0.018375014886260033,451,144,1
0000002.jpg,0,0.6958849430084229,0.09530261158943176,-6.816398672526702e-05,445,45,1
0000002.jpg,1,0.6542384028434753,0.11272220313549042,-0.00634715985506773,418,54,1
0000002.jpg,2,0.6299152374267578,0.1464100182056427,-0.014990301802754402,403,70,1
