filename,joint,x,y,z,u,v,isincluded
0000000.jpg,0,0.6657171249389648,0.18428409099578857,-5.231405884842388e-05,426,88,1
0000000.jpg,1,0.6214107275009155,0.22164219617843628,-0.008951755240559578,397,106,1
0000000.jpg,2,0.60179203748703,0.27138808369636536,-0.019211910665035248,385,130,1
0000000.jpg,3,0.6025754809379578,0.321234792470932,-0.018823599442839622,385,154,1
0000000.jpg,4,0.6150724291801453,0.35044047236442566,-0.015163959935307503,393,168,1
0000000.jpg,5,0.6522091627120972,0.3001016080379486,-0.058193836361169815,417,144,1
0000000.jpg,6,0.6333703994750977,0.35487523674964905,-0.018468443304300308,405,170,1
0000000.jpg,7,0.6198016405105591,0.33483126759529114,0.020440762862563133,396,160,1
0000000.jpg,8,0.6201980113983154,0.3121222257614136,0.04217725247144699,396,149,1
0000000.jpg,9,0.6792359948158264,0.2999991774559021,-0.04508323594927788,434,143,1
0000000.jpg,10,0.6578050851821899,0.3553905487060547,-0.007270806934684515,420,170,1
0000000.jpg,11,0.6435723900794983,0.3377733826637268,0.025550762191414833,411,162,1
0000000.jpg,12,0.644302487373352,0.3155806362628937,0.03724490478634834,412,151,1
0000000.jpg,13,0.6982146501541138,0.2926504909992218,-0.025916509330272675,446,140,1
0000000.jpg,14,0.6780625581741333,0.3420594036579132,0.009366821497678757,433,164,1
0000000.jpg,15,0.6641026735305786,0.32880404591560364,0.03197937458753586,425,157,1
0000000.jpg,16,0.6635230779647827,0.30974602699279785,0.03471515700221062,424,148,1
0000000.jpg,17,0.7103972434997559,0.28220513463020325,-0.006182375364005566,454,135,1
0000000.jpg,18,0.6931331157684326,0.32236212491989136,0.018745243549346924,443,154,1
0000000.jpg,19,0.6817553639411926,0.31229647994041443,0.033846694976091385,436,149,1
0000000.jpg,20,0.6813876628875732,0.2944910228252411,0.038689155131578445,436,141,1
0000001.jpg,0,0.6678061485290527,0.18472889065742493,-6.456543633248657e-05,427,88,1
0000001.jpg,1,0.6239292621612549,0.22290420532226562,-0.009995163418352604,399,106,1
0000001.jpg,2,0.6049776077270508,0.27366960048675537,-0.021040918305516243,387,131,1
0000001.jpg,3,0.6060599684715271,0.32421109080314636,-0.021181253716349602,387,155,1
0000001.jpg,4,0.6182255744934082,0.354316383600235,-0.01855495572090149,395,170,1
0000001.jpg,5,0.6565621495246887,0.3016987442970276,-0.059965334832668304,420,144,1
0000001.jpg,6,0.637086033821106,0.35833582282066345,-0.020083965733647346,407,172,1
0000001.jpg,7,0.6225018501281738,0.33812856674194336,0.019404251128435135,398,162,1
0000001.jpg,8,0.6225625276565552,0.31540003418922424,0.04144308343529701,398,151,1
0000001.jpg,9,0.6833521723747253,0.3015669882297516,-0.04608938843011856,437,144,1
0000001.jpg,10,0.6607180237770081,0.3580455780029297,-0.008681833744049072,422,171,1
0000001.jpg,11,0.6457824110984802,0.34062960743904114,0.024822203442454338,413,163,1
0000001.jpg,12,0.6464139223098755,0.3186876177787781,0.037419211119413376,413,152,1
0000001.jpg,13,0.7018397450447083,0.2941613793373108,-0.02629055082798004,449,141,1
0000001.jpg,14,0.6807587146759033,0.3452072739601135,0.008386027067899704,435,165,1
0000001.jpg,15,0.6661129593849182,0.3318522274494171,0.030989177525043488,426,159,1
0000001.jpg,16,0.6653261184692383,0.3122856318950653,0.03433895483613014,425,149,1
0000001.jpg,17,0.7133055329322815,0.2835511267185211,-0.005847833584994078,456,136,1
0000001.jpg,18,0.6953652501106262,0.3253050148487091,0.017862468957901,445,156,1
0000001.jpg,19,0.6833329796791077,0.3159836232662201,0.03230976313352585,437,151,1
0000001.jpg,20,0.6825193762779236,0.29816919565200806,0.036956675350666046,436,143,1
0000002.jpg,0,0.6689565777778625,0.18466943502426147,-6.702588143525645e-05,428,88,1
0000002.jpg,1,0.6261828541755676,0.2240244448184967,-0.008642555214464664,400,107,1
0000002.jpg,2,0.6082266569137573,0.2749229967594147,-0.017903735861182213,389,131,1
0000002.jpg,3,0.6095356941223145,0.325451135635376,-0.016518300399184227,390,156,1
